datetime,cycle,Wait,Exc_MC,Drl_DB,Muc,Prf,Sht,Blt,AGF,Prb,Oth,label,path
2019-01-01 00:00:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0000.jpg
2019-01-01 00:05:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0005.jpg
2019-01-01 00:10:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0010.jpg
2019-01-01 00:15:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0015.jpg
2019-01-01 00:20:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0020.jpg
2019-01-01 00:25:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0025.jpg
2019-01-01 00:30:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0030.jpg
2019-01-01 00:35:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0035.jpg
2019-01-01 00:40:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0040.jpg
2019-01-01 00:45:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0045.jpg
2019-01-01 00:50:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0050.jpg
2019-01-01 00:55:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0055.jpg
2019-01-01 01:00:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0100.jpg
2019-01-01 01:05:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0105.jpg
2019-01-01 01:10:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0110.jpg
2019-01-01 01:15:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0115.jpg
2019-01-01 01:20:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0120.jpg
2019-01-01 01:25:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0125.jpg
2019-01-01 01:30:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0130.jpg
2019-01-01 01:35:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0135.jpg
2019-01-01 01:40:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0140.jpg
2019-01-01 01:45:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0145.jpg
2019-01-01 01:50:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0150.jpg
2019-01-01 01:55:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0155.jpg
2019-01-01 02:00:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0200.jpg
2019-01-01 02:05:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0205.jpg
2019-01-01 02:10:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0210.jpg
2019-01-01 02:15:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0215.jpg
2019-01-01 02:20:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0220.jpg
2019-01-01 02:25:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0225.jpg
2019-01-01 02:30:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0230.jpg
2019-01-01 02:35:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0235.jpg
2019-01-01 02:40:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0240.jpg
2019-01-01 02:45:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0245.jpg
2019-01-01 02:50:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0250.jpg
2019-01-01 02:55:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0255.jpg
2019-01-01 03:00:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0300.jpg
2019-01-01 03:05:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0305.jpg
2019-01-01 03:10:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0310.jpg
2019-01-01 03:15:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0315.jpg
2019-01-01 03:20:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0320.jpg
2019-01-01 03:25:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0325.jpg
2019-01-01 03:30:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0330.jpg
2019-01-01 03:35:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0335.jpg
2019-01-01 03:40:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0340.jpg
2019-01-01 03:45:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0345.jpg
2019-01-01 03:50:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0350.jpg
2019-01-01 03:55:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0355.jpg
2019-01-01 04:00:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0400.jpg
2019-01-01 04:05:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0405.jpg
2019-01-01 04:10:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0410.jpg
2019-01-01 04:15:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0415.jpg
2019-01-01 04:20:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0420.jpg
2019-01-01 04:25:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0425.jpg
2019-01-01 04:30:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0430.jpg
2019-01-01 04:35:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0435.jpg
2019-01-01 04:40:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0440.jpg
2019-01-01 04:45:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0445.jpg
2019-01-01 04:50:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0450.jpg
2019-01-01 04:55:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0455.jpg
2019-01-01 05:00:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0500.jpg
2019-01-01 05:05:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0505.jpg
2019-01-01 05:10:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0510.jpg
2019-01-01 05:15:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0515.jpg
2019-01-01 05:20:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0520.jpg
2019-01-01 05:25:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0525.jpg
2019-01-01 05:30:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0530.jpg
2019-01-01 05:35:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0535.jpg
2019-01-01 05:40:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0540.jpg
2019-01-01 05:45:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0545.jpg
2019-01-01 05:50:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0550.jpg
2019-01-01 05:55:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0555.jpg
2019-01-01 06:00:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0600.jpg
2019-01-01 06:05:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0605.jpg
2019-01-01 06:10:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0610.jpg
2019-01-01 06:15:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0615.jpg
2019-01-01 06:20:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0620.jpg
2019-01-01 06:25:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0625.jpg
2019-01-01 06:30:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0630.jpg
2019-01-01 06:35:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0635.jpg
2019-01-01 06:40:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0640.jpg
2019-01-01 06:45:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0645.jpg
2019-01-01 06:50:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0650.jpg
2019-01-01 06:55:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0655.jpg
2019-01-01 07:00:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0700.jpg
2019-01-01 07:05:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0705.jpg
2019-01-01 07:10:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0710.jpg
2019-01-01 07:15:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0715.jpg
2019-01-01 07:20:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0720.jpg
2019-01-01 07:25:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0725.jpg
2019-01-01 07:30:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0730.jpg
2019-01-01 07:35:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0735.jpg
2019-01-01 07:40:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0740.jpg
2019-01-01 07:45:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0745.jpg
2019-01-01 07:50:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0750.jpg
2019-01-01 07:55:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0755.jpg
2019-01-01 08:00:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0800.jpg
2019-01-01 08:05:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0805.jpg
2019-01-01 08:10:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0810.jpg
2019-01-01 08:15:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0815.jpg
2019-01-01 08:20:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0820.jpg
2019-01-01 08:25:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0825.jpg
2019-01-01 08:30:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0830.jpg
2019-01-01 08:35:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0835.jpg
2019-01-01 08:40:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0840.jpg
2019-01-01 08:45:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0845.jpg
2019-01-01 08:50:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0850.jpg
2019-01-01 08:55:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0855.jpg
2019-01-01 09:00:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0900.jpg
2019-01-01 09:05:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0905.jpg
2019-01-01 09:10:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0910.jpg
2019-01-01 09:15:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0915.jpg
2019-01-01 09:20:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0920.jpg
2019-01-01 09:25:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0925.jpg
2019-01-01 09:30:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0930.jpg
2019-01-01 09:35:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0935.jpg
2019-01-01 09:40:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0940.jpg
2019-01-01 09:45:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0945.jpg
2019-01-01 09:50:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0950.jpg
2019-01-01 09:55:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-0955.jpg
2019-01-01 10:00:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1000.jpg
2019-01-01 10:05:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1005.jpg
2019-01-01 10:10:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1010.jpg
2019-01-01 10:15:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1015.jpg
